,submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
0,12/08/2020,NM,109947,,,0,0.0,1756,,,0,0.0,12/09/2020 02:45:40 PM,,Not agree
1,01/01/2021,FL,1300528,,,0,6063.0,21673,,,0,7.0,01/02/2021 02:50:51 PM,Not agree,Not agree
2,04/30/2020,IA,7145,,,302,0.0,162,,,14,0.0,05/01/2020 09:00:19 PM,Not agree,Not agree
3,06/25/2020,NE,18346,,,125,0.0,260,,,3,0.0,06/26/2020 07:18:27 PM,Not agree,Not agree
4,02/24/2020,CA,10,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
5,11/14/2020,VA,201961,183455.0,18506.0,1161,191.0,3800,3527.0,273.0,1,0.0,11/15/2020 03:12:13 PM,Agree,Agree
6,12/02/2020,NY,346492,,,5775,0.0,10117,,,56,0.0,12/03/2020 03:21:08 PM,Not agree,Not agree
7,01/23/2020,WY,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
8,05/05/2020,GA,28196,28182.0,14.0,602,1.0,1258,1258.0,0.0,47,0.0,05/06/2020 12:23:08 PM,Agree,Agree
9,01/24/2021,IN,611039,,,2520,0.0,9716,9340.0,376.0,23,0.0,01/25/2021 02:42:40 PM,Not agree,Agree
10,08/23/2020,TN,143937,141000.0,2937.0,1854,38.0,1567,1527.0,40.0,4,0.0,08/24/2020 01:54:34 PM,Agree,Agree
11,06/21/2020,OR,6937,6700.0,237.0,187,237.0,190,188.0,2.0,1,2.0,06/22/2020 03:24:02 PM,Agree,Agree
12,04/01/2020,VA,1706,,,222,,41,,,7,,03/31/2020 04:22:39 PM,Agree,Agree
13,03/13/2020,MS,1,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
14,12/10/2020,WY,38223,33203.0,5020.0,338,24.0,299,299.0,0.0,0,0.0,12/11/2020 03:06:51 PM,Agree,Agree
15,07/29/2020,NV,46021,,,870,0.0,806,,,21,0.0,07/30/2020 02:42:43 PM,,
16,07/14/2020,OK,20922,20755.0,167.0,521,11.0,424,424.0,0.0,0,0.0,07/15/2020 03:05:12 PM,Agree,Agree
17,12/02/2020,AR,161521,,,2212,705.0,2522,,,10,2.0,12/03/2020 03:21:08 PM,Not agree,Not agree
18,05/14/2020,VA,28672,27293.0,1379.0,859,35.0,977,944.0,33.0,22,5.0,05/15/2020 04:11:22 PM,Agree,Agree
19,01/09/2021,AR,251746,,,2886,735.0,4010,,,44,10.0,01/10/2021 04:10:55 PM,Not agree,Not agree
20,03/15/2020,MA,164,,,55,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
21,08/05/2020,WY,2923,2424.0,499.0,39,7.0,27,27.0,0.0,0,0.0,08/06/2020 02:12:27 PM,Agree,Agree
22,10/28/2020,ID,61785,54193.0,7592.0,862,208.0,599,555.0,44.0,14,0.0,10/29/2020 02:11:33 PM,Agree,Agree
23,08/18/2020,AZ,194920,193416.0,1504.0,915,13.0,4529,4273.0,256.0,23,2.0,08/19/2020 02:23:51 PM,Agree,Agree
24,11/17/2020,GA,430571,391466.0,39105.0,4335,799.0,9008,8496.0,512.0,41,16.0,11/18/2020 02:57:46 PM,Agree,Agree
25,04/14/2020,OH,7280,7153.0,127.0,305,33.0,324,,,56,,04/13/2020 04:22:39 PM,Agree,Agree
26,11/09/2020,TX,1038964,,,4849,-1936.0,18769,,,26,0.0,12/22/2020 10:17:06 PM,Not agree,Not agree
27,06/05/2020,RMI,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,06/06/2020 02:31:37 PM,Agree,Agree
28,04/09/2020,FL,16323,,,1089,,371,,,48,,04/08/2020 04:22:39 PM,Not agree,Not agree
29,03/18/2020,OR,75,,,10,,3,,,2,,03/26/2020 04:22:39 PM,Agree,Agree
30,05/26/2020,AS,0,,,0,0.0,0,,,0,0.0,05/27/2020 03:37:59 PM,,
31,12/19/2020,TX,1573888,,,17907,4102.0,25226,,,272,0.0,12/22/2020 10:17:06 PM,Not agree,Not agree
32,09/13/2020,MS,90018,84557.0,5461.0,144,38.0,2706,2523.0,183.0,9,0.0,09/14/2020 02:01:21 PM,Agree,Agree
33,09/22/2020,PR,42660,20439.0,22221.0,64,24.0,617,447.0,170.0,4,0.0,09/23/2020 01:51:22 PM,Agree,Agree
34,11/03/2020,NY,248091,,,1519,0.0,9290,,,8,0.0,11/04/2020 03:03:00 PM,Not agree,Not agree
35,09/23/2020,NE,42278,,,493,0.0,462,,,1,0.0,09/24/2020 01:54:02 PM,Not agree,Not agree
36,10/06/2020,ID,45082,40685.0,4397.0,660,106.0,492,452.0,40.0,5,0.0,10/07/2020 01:45:01 PM,Agree,Agree
37,08/20/2020,LA,140821,,,918,0.0,4637,4496.0,141.0,28,0.0,08/21/2020 02:27:34 PM,Not agree,Agree
38,05/27/2020,WI,16462,16462.0,0.0,599,0.0,539,539.0,0.0,22,0.0,05/28/2020 03:12:25 PM,Agree,Agree
39,03/17/2020,NM,23,,,2,,0,,,0,,03/26/2020 04:22:39 PM,,Not agree
40,03/11/2020,NY,164,,,27,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
41,12/29/2020,TX,1715978,,,32552,4532.0,26762,,,241,0.0,12/30/2020 02:56:20 PM,Not agree,Not agree
42,11/17/2020,OK,169762,143221.0,26541.0,7389,1406.0,1592,1531.0,61.0,49,6.0,11/18/2020 02:57:46 PM,Agree,Agree
43,01/12/2021,IA,298406,,,1105,460.0,4222,,,83,83.0,01/13/2021 02:44:58 PM,Not agree,Not agree
44,03/09/2020,NYC,17,,,5,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
45,01/11/2021,ND,94968,91357.0,3611.0,138,89.0,1355,,,3,0.0,01/12/2021 02:48:35 PM,Agree,Not agree
46,12/24/2020,ND,91222,88587.0,2635.0,274,4.0,1264,,,4,0.0,12/25/2020 02:25:34 PM,Agree,Not agree
47,10/30/2020,TN,259488,244886.0,14602.0,2608,297.0,3341,3156.0,185.0,78,9.0,10/31/2020 01:30:31 PM,Agree,Agree
48,10/28/2020,AR,108640,,,961,271.0,1875,,,18,0.0,10/29/2020 02:11:33 PM,Not agree,Not agree
49,09/07/2020,WV,11575,11368.0,207.0,163,9.0,247,,,1,0.0,09/08/2020 02:47:00 PM,Agree,Not agree
50,07/31/2020,IN,66154,,,901,0.0,2965,2765.0,200.0,19,0.0,08/01/2020 02:38:12 PM,Not agree,Agree
51,05/05/2020,WA,15594,,,132,0.0,862,,,21,0.0,05/06/2020 04:23:08 PM,,
52,02/27/2020,AS,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
53,10/07/2020,SC,153705,148334.0,5371.0,735,201.0,3502,3300.0,202.0,31,6.0,10/08/2020 01:56:57 PM,Agree,Agree
54,12/09/2020,IL,812430,812430.0,0.0,8256,0.0,14613,13666.0,947.0,229,50.0,12/10/2020 02:50:16 PM,Agree,Agree
55,12/28/2020,AS,3,,,0,0.0,0,,,0,0.0,12/29/2020 02:56:32 PM,,
56,10/29/2020,NM,44904,,,1078,0.0,994,,,3,0.0,10/30/2020 01:37:23 PM,,Not agree
57,03/13/2020,ID,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
58,04/02/2020,LA,9150,,,2726,,310,,,37,,04/01/2020 04:22:39 PM,Not agree,Agree
59,09/04/2020,LA,152369,,,822,0.0,5035,4872.0,163.0,14,0.0,09/05/2020 02:09:45 PM,Not agree,Agree
60,08/21/2020,NYC,232789,228144.0,4645.0,217,0.0,23646,19014.0,4632.0,5,-2.0,08/22/2020 02:21:09 PM,Agree,Agree
61,09/18/2020,SC,136318,133310.0,3008.0,872,127.0,3177,3010.0,167.0,19,1.0,09/19/2020 02:00:26 PM,Agree,Agree
62,02/09/2020,ND,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
63,03/12/2020,PR,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
64,09/19/2020,FL,673194,,,3510,339.0,13287,,,62,9.0,09/20/2020 01:53:10 PM,Not agree,Not agree
65,09/26/2020,ID,40296,36721.0,3575.0,539,50.0,460,423.0,37.0,2,0.0,09/27/2020 01:39:49 PM,Agree,Agree
66,10/10/2020,AL,164526,144901.0,19625.0,1061,60.0,2664,2508.0,156.0,11,-1.0,10/11/2020 01:47:22 PM,Agree,Agree
67,03/12/2020,SC,12,,,2,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
68,02/12/2020,OR,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
69,01/20/2021,MD,334519,,,2166,0.0,6735,6560.0,175.0,46,0.0,01/21/2021 02:44:32 PM,,Agree
70,09/28/2020,MI,135702,122735.0,12967.0,1329,21.0,7051,6731.0,320.0,7,-1.0,09/29/2020 01:50:42 PM,Agree,Agree
71,05/24/2020,NY,163392,,,732,0.0,7830,,,68,0.0,05/25/2020 02:12:49 PM,Not agree,Not agree
72,08/17/2020,AR,53077,,,412,0.0,603,,,4,0.0,08/18/2020 02:26:55 PM,Not agree,Not agree
73,07/06/2020,AL,44909,44405.0,504.0,0,0.0,1009,986.0,23.0,0,0.0,07/07/2020 02:58:02 PM,Agree,Agree
74,02/25/2020,MN,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,Agree
75,01/02/2021,PA,657292,589213.0,68079.0,9253,1300.0,16239,,,25,23.0,01/03/2021 02:53:25 PM,Agree,Not agree
76,06/06/2020,RMI,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,06/07/2020 02:23:35 PM,Agree,Agree
77,04/29/2020,AZ,7202,7202.0,0.0,254,0.0,254,254.0,0.0,-39,0.0,04/30/2020 04:07:01 PM,Agree,Agree
78,09/08/2020,CO,59674,55642.0,4032.0,187,3.0,1973,1623.0,350.0,0,0.0,09/09/2020 01:47:50 PM,Agree,Agree
79,05/22/2020,KY,8426,8305.0,121.0,140,10.0,391,390.0,1.0,5,0.0,05/23/2020 05:58:16 PM,Agree,Agree
80,12/19/2020,MA,316824,306928.0,9896.0,3995,0.0,11613,11405.0,208.0,47,0.0,12/20/2020 02:32:33 PM,Agree,Agree
81,03/19/2020,KY,43,,,8,,2,,,1,,03/26/2020 04:22:39 PM,Agree,Agree
82,07/05/2020,CT,46717,44741.0,1976.0,0,0.0,4335,3463.0,872.0,0,0.0,07/06/2020 03:16:12 PM,Agree,Agree
83,03/22/2020,PA,479,,,108,,2,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
84,06/21/2020,PA,82186,79859.0,2327.0,456,2.0,6426,,,3,-2.0,06/22/2020 03:24:02 PM,Agree,Not agree
85,04/01/2020,OR,736,,,46,,18,,,0,,03/31/2020 04:22:39 PM,Agree,Agree
86,10/06/2020,WY,6770,5751.0,1019.0,141,50.0,53,53.0,0.0,0,0.0,10/07/2020 01:45:01 PM,Agree,Agree
87,01/31/2020,GA,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
88,04/11/2020,LA,20014,,,761,,806,,,51,,04/10/2020 04:22:39 PM,Not agree,Agree
89,01/14/2021,TN,670482,576406.0,94076.0,4983,1196.0,8232,6909.0,1323.0,84,31.0,01/15/2021 02:46:04 PM,Agree,Agree
90,02/06/2020,ID,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
91,02/11/2020,NYC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
92,03/02/2020,OH,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
93,05/24/2020,CA,92710,,,2079,0.0,3774,,,66,0.0,05/25/2020 02:12:49 PM,Not agree,Not agree
94,02/18/2020,AR,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
95,02/26/2020,MD,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,Agree
96,10/21/2020,NE,60308,,,899,0.0,576,,,11,0.0,10/22/2020 01:34:46 PM,Not agree,Not agree
97,01/22/2021,OR,136839,135119.0,1720.0,866,0.0,1865,1850.0,15.0,22,0.0,01/23/2021 02:50:13 PM,Agree,Agree
98,09/06/2020,OK,69738,63607.0,6131.0,444,19.0,853,853.0,0.0,3,0.0,09/07/2020 01:37:36 PM,Agree,Agree
99,12/16/2020,MI,482815,446752.0,36063.0,4644,607.0,11588,11018.0,570.0,93,10.0,12/17/2020 02:33:42 PM,Agree,Agree
100,06/22/2020,OR,7083,6836.0,247.0,146,10.0,192,190.0,2.0,2,0.0,06/23/2020 02:28:19 PM,Agree,Agree
101,07/28/2020,RMI,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,07/29/2020 02:34:46 PM,Agree,Agree
102,03/22/2020,MN,236,,,99,,1,,,0,,03/26/2020 04:22:39 PM,,Agree
103,09/24/2020,GA,327158,309468.0,17690.0,1608,206.0,6822,6822.0,0.0,49,0.0,09/25/2020 09:54:10 AM,Agree,Agree
104,09/29/2020,AL,153554,136549.0,17005.0,571,77.0,2517,2378.0,139.0,16,2.0,09/30/2020 02:17:41 PM,Agree,Agree
105,09/25/2020,WA,85226,,,988,0.0,2100,,,20,0.0,09/26/2020 01:46:07 PM,,
106,12/29/2020,OR,111227,109507.0,1720.0,682,0.0,1449,1434.0,15.0,16,0.0,12/30/2020 02:56:20 PM,Agree,Agree
107,12/06/2020,AS,3,,,0,0.0,0,,,0,0.0,12/07/2020 02:38:33 PM,,
108,01/06/2021,AL,384184,308269.0,75915.0,4591,1412.0,4994,4346.0,648.0,108,28.0,01/07/2021 02:56:59 PM,Agree,Agree
109,12/03/2020,GA,487978,433353.0,54625.0,5839,1466.0,9648,8879.0,769.0,81,32.0,12/04/2020 03:00:59 PM,Agree,Agree
110,04/28/2020,WY,536,396.0,140.0,16,9.0,7,7.0,0.0,0,0.0,04/29/2020 06:12:08 PM,Agree,Agree
111,11/04/2020,TX,998267,,,11380,1753.0,18320,,,126,0.0,12/22/2020 10:17:06 PM,Not agree,Not agree
112,10/22/2020,LA,181904,,,772,0.0,5799,5593.0,206.0,9,0.0,10/23/2020 01:44:31 PM,Not agree,Agree
113,12/31/2020,AZ,520207,495117.0,25090.0,7718,904.0,8864,8006.0,858.0,146,32.0,01/01/2021 02:49:07 PM,Agree,Agree
114,02/01/2020,WV,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
115,01/25/2021,GA,870828,722062.0,148766.0,3917,387.0,13303,11854.0,1449.0,53,0.0,01/26/2021 02:46:01 PM,Agree,Agree
116,07/24/2020,PA,106625,103632.0,2993.0,1054,24.0,7114,,,13,6.0,07/25/2020 05:40:06 PM,Agree,Not agree
117,06/03/2020,IN,35712,,,475,0.0,2207,2032.0,175.0,10,0.0,06/04/2020 03:03:31 PM,Not agree,Agree
118,12/30/2020,RMI,4,4.0,0.0,0,0.0,0,0.0,0.0,0,0.0,12/31/2020 02:55:07 PM,Agree,Agree
119,08/04/2020,OR,19699,19699.0,0.0,333,0.0,333,333.0,0.0,5,0.0,08/05/2020 02:13:18 PM,Agree,Agree
120,03/19/2020,MS,80,,,30,,1,,,1,,03/26/2020 04:22:39 PM,Agree,Agree
121,04/29/2020,NE,3784,,,410,0.0,68,,,13,0.0,04/30/2020 04:07:01 PM,Not agree,Not agree
122,11/28/2020,OH,406703,384544.0,22159.0,6895,433.0,6378,5963.0,415.0,32,1.0,11/29/2020 02:49:08 PM,Agree,Agree
123,04/12/2020,SC,3319,,,112,,82,,,2,,04/11/2020 04:22:39 PM,Agree,Agree
124,10/07/2020,CO,74922,69748.0,5174.0,731,32.0,2085,1720.0,365.0,4,2.0,10/08/2020 01:56:57 PM,Agree,Agree
125,01/02/2021,AS,3,,,0,0.0,0,,,0,0.0,01/03/2021 02:53:25 PM,,
126,03/08/2020,PR,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
127,10/09/2020,VA,157905,148933.0,8972.0,1256,251.0,3354,3116.0,238.0,10,4.0,10/10/2020 01:30:17 PM,Agree,Agree
128,01/08/2021,PA,703265,624688.0,78577.0,10178,2009.0,17394,,,215,155.0,01/09/2021 03:26:08 PM,Agree,Not agree
129,03/06/2020,GA,8,8.0,0.0,6,0.0,0,,,0,,03/26/2020 12:22:39 PM,Agree,Agree
130,02/29/2020,CA,12,,,1,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
131,08/14/2020,AR,52392,,,626,0.0,587,,,5,0.0,08/15/2020 02:02:05 PM,Not agree,Not agree
132,09/12/2020,MA,132533,122637.0,9896.0,435,0.0,9195,8987.0,208.0,16,0.0,09/13/2020 04:17:15 PM,Agree,Agree
133,03/15/2020,AS,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
134,03/18/2020,MN,89,,,12,,0,,,0,,03/26/2020 04:22:39 PM,,Agree
135,05/26/2020,ND,2422,2422.0,0.0,-35,0.0,54,,,0,0.0,05/27/2020 03:37:59 PM,Agree,Not agree
136,08/03/2020,AS,0,,,0,0.0,0,,,0,0.0,08/04/2020 02:09:35 PM,,
137,11/10/2020,CT,82987,77708.0,5279.0,1524,72.0,4707,3785.0,922.0,9,3.0,11/11/2020 03:15:25 PM,Agree,Agree
138,10/01/2020,AS,0,,,0,0.0,0,,,0,0.0,10/02/2020 01:40:08 PM,,
139,06/23/2020,AS,0,,,0,0.0,0,,,0,0.0,06/24/2020 03:03:27 PM,,
140,02/14/2020,AZ,1,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
141,04/09/2020,MI,21504,,,1158,,1076,,,117,,04/08/2020 04:22:39 PM,Agree,Agree
142,06/04/2020,FL,58701,,,1408,0.0,2607,,,41,0.0,06/05/2020 03:17:07 PM,Not agree,Not agree
143,02/06/2020,NV,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
144,12/01/2020,MN,322312,,,3549,254.0,3674,3543.0,131.0,22,0.0,12/02/2020 03:48:48 PM,,Agree
145,05/29/2020,CT,41762,39756.0,2006.0,203,2006.0,3868,3020.0,848.0,42,848.0,05/30/2020 03:47:59 PM,Agree,Agree
146,01/13/2021,IA,300304,,,1898,480.0,4232,,,10,10.0,01/14/2021 03:12:46 PM,Not agree,Not agree
147,10/03/2020,FL,705938,,,2726,414.0,14628,,,74,2.0,10/04/2020 01:35:23 PM,Not agree,Not agree
148,08/28/2020,PR,32550,14986.0,17564.0,562,302.0,428,283.0,145.0,4,1.0,08/29/2020 01:42:50 PM,Agree,Agree
149,05/26/2020,ID,2699,2458.0,241.0,15,2.0,81,61.0,20.0,2,0.0,05/27/2020 03:37:59 PM,Agree,Agree
150,01/22/2020,AL,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
151,03/29/2020,CA,5739,,,480,,137,,,18,,03/28/2020 04:22:39 PM,Not agree,Not agree
152,10/22/2020,NY,233558,,,1098,0.0,9177,,,11,0.0,10/23/2020 01:44:31 PM,Not agree,Not agree
153,10/14/2020,IN,139269,,,1165,0.0,3836,3609.0,227.0,14,0.0,10/15/2020 01:30:46 PM,Not agree,Agree
154,10/18/2020,AR,99066,,,644,115.0,1704,,,20,1.0,10/19/2020 02:06:44 PM,Not agree,Not agree
155,10/01/2020,IA,90009,,,1179,142.0,1360,,,14,0.0,10/02/2020 01:40:08 PM,Not agree,Not agree
156,12/22/2020,KY,247344,199942.0,47402.0,3047,1073.0,2440,2288.0,152.0,28,6.0,12/23/2020 02:36:58 PM,Agree,Agree
157,05/04/2020,PA,50092,49347.0,745.0,825,30.0,2458,,,14,0.0,05/05/2020 05:25:08 PM,Agree,Not agree
158,11/05/2020,NYC,271053,260092.0,10961.0,1330,243.0,24054,19392.0,4662.0,7,-1.0,11/06/2020 03:33:41 PM,Agree,Agree
159,10/07/2020,AZ,222538,217746.0,4792.0,604,12.0,5733,5447.0,286.0,20,0.0,10/08/2020 01:56:57 PM,Agree,Agree
160,04/04/2020,TN,3103,,,223,,42,,,6,,04/03/2020 04:22:39 PM,Agree,Agree
161,07/03/2020,FL,175718,,,9415,0.0,3684,,,67,0.0,07/04/2020 03:30:31 PM,Not agree,Not agree
162,10/24/2020,PA,192622,184299.0,8323.0,2043,180.0,8654,,,29,24.0,10/25/2020 01:45:35 PM,Agree,Not agree
163,11/28/2020,TX,1259657,,,4325,301.0,21309,,,102,0.0,12/22/2020 10:17:06 PM,Not agree,Not agree
164,06/13/2020,NE,16633,,,120,0.0,216,,,0,0.0,06/14/2020 02:19:43 PM,Not agree,Not agree
165,02/18/2020,CA,8,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
166,09/24/2020,VA,144433,137283.0,7150.0,941,106.0,3136,2930.0,206.0,23,0.0,09/25/2020 01:54:10 PM,Agree,Agree
167,06/16/2020,MI,66269,60189.0,6080.0,184,59.0,6034,5790.0,244.0,17,-1.0,06/17/2020 03:06:04 PM,Agree,Agree
168,03/15/2020,IA,22,,,6,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
169,04/05/2020,IN,4411,,,458,,127,,,11,,04/04/2020 04:22:39 PM,Not agree,Agree
170,11/06/2020,WV,27087,24672.0,2415.0,540,67.0,487,,,7,0.0,11/07/2020 02:45:17 PM,Agree,Not agree
171,10/26/2020,WV,22223,20814.0,1409.0,317,70.0,424,,,1,0.0,10/27/2020 01:47:53 PM,Agree,Not agree
172,12/07/2020,FL,1048264,,,7537,1851.0,19282,,,105,6.0,12/08/2020 02:59:49 PM,Not agree,Not agree
173,12/18/2020,CO,304107,291658.0,12449.0,3693,140.0,4259,3655.0,604.0,33,11.0,12/19/2020 02:42:31 PM,Agree,Agree
174,03/13/2020,PA,29,,,6,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
175,06/20/2020,WV,2500,2418.0,82.0,32,-1.0,88,,,0,0.0,06/21/2020 02:32:57 PM,Agree,Not agree
176,05/13/2020,IN,25473,,,346,0.0,1619,1482.0,137.0,41,3.0,05/14/2020 05:25:44 PM,Not agree,Agree
177,07/30/2020,KY,29386,27716.0,1670.0,659,116.0,731,727.0,4.0,7,0.0,07/31/2020 02:35:06 PM,Agree,Agree
178,04/24/2020,PA,38652,38652.0,0.0,1599,-388.0,1492,,,71,-27.0,05/25/2020 03:38:40 PM,Agree,Not agree
179,03/14/2020,PA,47,,,18,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
180,12/11/2020,MS,177947,132930.0,45017.0,2665,1659.0,4180,3519.0,661.0,56,30.0,12/12/2020 02:59:37 PM,Agree,Agree
181,07/02/2020,NV,19964,,,636,4.0,548,,,15,1.0,07/03/2020 03:01:33 PM,,
182,07/11/2020,TN,61006,60508.0,498.0,1460,37.0,738,711.0,27.0,15,1.0,07/12/2020 03:13:57 PM,Agree,Agree
183,01/19/2021,NYC,548160,473475.0,74685.0,4701,867.0,26249,21346.0,4903.0,86,17.0,01/20/2021 02:44:03 PM,Agree,Agree
184,03/27/2020,GA,2367,2365.0,2.0,524,0.0,65,,,5,,03/26/2020 12:22:39 PM,Agree,Agree
185,02/15/2020,MA,1,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
186,07/07/2020,RMI,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,07/08/2020 02:12:08 PM,Agree,Agree
187,08/09/2020,NY,193028,,,267,0.0,8879,,,4,0.0,08/10/2020 02:23:35 PM,Not agree,Not agree
188,01/08/2021,NY,627340,,,12548,0.0,13551,,,126,0.0,01/09/2021 03:26:08 PM,Not agree,Not agree
189,07/30/2020,WA,55803,,,808,0.0,1564,,,10,0.0,07/31/2020 02:35:06 PM,,
190,06/28/2020,NV,17397,,,821,0.0,522,,,0,0.0,06/29/2020 02:37:31 PM,,
191,11/21/2020,OK,182593,153787.0,28806.0,7088,1069.0,1659,1593.0,66.0,40,3.0,11/22/2020 03:02:23 PM,Agree,Agree
192,09/21/2020,GA,322650,305531.0,17119.0,1385,212.0,6604,6604.0,0.0,2,0.0,09/22/2020 09:51:57 AM,Agree,Agree
193,09/13/2020,WY,4346,3679.0,667.0,49,5.0,42,42.0,0.0,0,0.0,09/14/2020 02:01:21 PM,Agree,Agree
194,04/04/2020,WV,282,,,45,,2,,,0,,04/03/2020 04:22:39 PM,Agree,Not agree
195,08/09/2020,RMI,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,08/10/2020 02:23:35 PM,Agree,Agree
196,05/13/2020,AR,4236,,,72,0.0,97,,,2,0.0,05/14/2020 05:25:44 PM,Not agree,Not agree
197,09/29/2020,RMI,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,09/30/2020 02:17:41 PM,Agree,Agree
198,09/19/2020,SC,137240,134052.0,3188.0,922,180.0,3188,3017.0,171.0,11,4.0,09/20/2020 01:53:10 PM,Agree,Agree
199,05/09/2020,CA,64561,,,2049,0.0,2678,,,93,0.0,05/10/2020 09:26:08 PM,Not agree,Not agree
200,11/24/2020,RMI,4,2.0,2.0,0,2.0,0,0.0,0.0,0,0.0,11/25/2020 02:53:15 PM,Agree,Agree
201,07/05/2020,MD,69904,,,272,0.0,3246,3121.0,125.0,3,0.0,07/06/2020 03:16:12 PM,,Agree
202,06/13/2020,NYC,206322,201634.0,4688.0,476,-4.0,22076,17388.0,4688.0,33,-4.0,06/14/2020 02:19:43 PM,Agree,Agree
203,02/08/2020,MA,1,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
204,02/08/2020,IL,2,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
205,09/03/2020,ID,32927,30489.0,2438.0,263,1.0,372,336.0,36.0,0,0.0,09/04/2020 01:36:16 PM,Agree,Agree
206,09/14/2020,OK,77208,70223.0,6985.0,869,0.0,905,905.0,0.0,0,0.0,09/15/2020 02:03:59 PM,Agree,Agree
207,03/05/2020,NM,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,Not agree
208,04/28/2020,MA,58302,58302.0,0.0,1840,0.0,3153,3153.0,0.0,150,0.0,04/29/2020 06:12:08 PM,Agree,Agree
209,12/15/2020,IL,863477,863477.0,0.0,7359,0.0,15587,14509.0,1078.0,132,17.0,12/16/2020 02:28:57 PM,Agree,Agree
210,05/11/2020,WY,669,510.0,159.0,7,1.0,7,7.0,0.0,0,0.0,05/12/2020 05:26:08 PM,Agree,Agree
211,04/27/2020,NM,2823,,,97,0.0,104,,,5,0.0,05/25/2020 03:38:40 PM,,Not agree
212,09/14/2020,CA,757778,,,2855,0.0,14385,,,56,0.0,09/15/2020 02:03:59 PM,Not agree,Not agree
213,03/17/2020,LA,190,,,53,,4,,,1,,03/26/2020 04:22:39 PM,Not agree,Agree
214,10/26/2020,CT,68099,65421.0,2678.0,2047,2.0,4589,3683.0,906.0,12,3.0,10/27/2020 01:47:53 PM,Agree,Agree
215,07/28/2020,MD,86285,,,761,0.0,3478,3347.0,131.0,20,0.0,07/29/2020 02:34:46 PM,,Agree
216,06/08/2020,MA,103626,99755.0,3871.0,190,-3.0,7353,7217.0,136.0,37,-1.0,06/09/2020 04:49:08 PM,Agree,Agree
217,09/08/2020,AL,133606,121879.0,11727.0,2,2.0,2277,2153.0,124.0,10,10.0,09/09/2020 01:47:50 PM,Agree,Agree
218,11/22/2020,WV,40478,35292.0,5186.0,880,179.0,662,,,4,0.0,11/23/2020 03:04:35 PM,Agree,Not agree
219,03/18/2020,OK,31,,,12,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
220,06/02/2020,NE,14611,,,266,0.0,181,,,3,0.0,06/03/2020 02:11:36 PM,Not agree,Not agree
221,09/11/2020,PA,142885,138759.0,4126.0,1008,52.0,7837,,,17,-1.0,09/12/2020 02:12:43 PM,Agree,Not agree
